#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
OASL	UBA7	9606.ENSP00000257570	9606.ENSP00000333266	0	0	0	0	0.202	0.277	0	0.174	0.482
OASL	SP110	9606.ENSP00000257570	9606.ENSP00000258381	0	0	0	0	0.451	0.114	0	0.046	0.495
OASL	PSMB9	9606.ENSP00000257570	9606.ENSP00000363993	0	0	0	0	0.219	0.192	0	0.294	0.516
OASL	PARP12	9606.ENSP00000257570	9606.ENSP00000263549	0	0	0	0	0.422	0	0	0.245	0.544
OASL	TRIM22	9606.ENSP00000257570	9606.ENSP00000369299	0	0	0	0	0.270	0.114	0	0.400	0.579
OASL	PARP9	9606.ENSP00000257570	9606.ENSP00000353512	0	0	0	0	0.467	0	0	0.325	0.625
OASL	PLSCR1	9606.ENSP00000257570	9606.ENSP00000345494	0	0	0	0	0.399	0	0	0.447	0.653
OASL	TRIM25	9606.ENSP00000257570	9606.ENSP00000323889	0	0	0	0	0.183	0.114	0	0.564	0.657
OASL	SAMHD1	9606.ENSP00000257570	9606.ENSP00000493536	0	0	0	0	0.110	0	0.500	0.313	0.667
OASL	TLR3	9606.ENSP00000257570	9606.ENSP00000296795	0	0	0	0	0.146	0.073	0	0.620	0.673
OASL	SAMD9	9606.ENSP00000257570	9606.ENSP00000369292	0	0	0	0	0.529	0.100	0	0.298	0.676
OASL	SAMD9L	9606.ENSP00000257570	9606.ENSP00000326247	0	0	0	0	0.409	0.100	0	0.444	0.679
OASL	RTP4	9606.ENSP00000257570	9606.ENSP00000259030	0	0	0	0	0.584	0	0	0.537	0.799
OASL	XAF1	9606.ENSP00000257570	9606.ENSP00000354822	0	0	0	0	0.656	0.092	0	0.483	0.824
OASL	STAT2	9606.ENSP00000257570	9606.ENSP00000315768	0	0	0	0	0.241	0.060	0.500	0.665	0.864
OASL	STAT1	9606.ENSP00000257570	9606.ENSP00000354394	0	0	0	0	0.404	0.060	0.500	0.723	0.912
OASL	RSAD2	9606.ENSP00000257570	9606.ENSP00000371471	0	0	0	0	0.795	0	0	0.896	0.977
OPTN	WIPI1	9606.ENSP00000368022	9606.ENSP00000262139	0	0	0	0	0.049	0.195	0	0.510	0.592
OPTN	PRKACA	9606.ENSP00000368022	9606.ENSP00000309591	0	0	0	0	0.047	0	0.500	0.149	0.559
OPTN	RNF31	9606.ENSP00000368022	9606.ENSP00000315112	0	0	0	0	0.042	0.226	0.500	0.358	0.730
OPTN	PKD2L1	9606.ENSP00000368022	9606.ENSP00000325296	0	0	0	0	0.044	0	0	0.425	0.426
OPTN	RBCK1	9606.ENSP00000368022	9606.ENSP00000348632	0	0	0	0	0.062	0.045	0.500	0.392	0.691
OPTN	UBD	9606.ENSP00000368022	9606.ENSP00000366249	0	0	0	0	0.092	0.247	0	0.577	0.685
OPTN	TUBA1A	9606.ENSP00000368022	9606.ENSP00000439020	0	0	0	0	0.068	0	0.500	0	0.514
OR2H1	PRKACA	9606.ENSP00000366340	9606.ENSP00000309591	0	0	0	0	0	0	0.650	0	0.650
OTUD1	RNF31	9606.ENSP00000365678	9606.ENSP00000315112	0	0	0	0	0	0	0.400	0.263	0.539
OTUD1	RBCK1	9606.ENSP00000365678	9606.ENSP00000348632	0	0	0	0	0.044	0	0.400	0.274	0.547
OTUD1	STAMBP	9606.ENSP00000365678	9606.ENSP00000377633	0	0	0	0	0.056	0	0	0.439	0.447
OVGP1	ZP3	9606.ENSP00000358747	9606.ENSP00000378326	0	0	0	0	0.075	0	0.800	0.254	0.850
PARP10	ZC3HAV1	9606.ENSP00000434776	9606.ENSP00000242351	0	0	0	0.553	0.157	0	0	0.320	0.402
PARP10	PARP12	9606.ENSP00000434776	9606.ENSP00000263549	0	0	0	0.572	0.253	0	0	0.353	0.496
PARP10	SH2D3C	9606.ENSP00000434776	9606.ENSP00000317817	0	0	0	0	0.084	0.066	0	0.560	0.590
PARP10	SAMD9L	9606.ENSP00000434776	9606.ENSP00000326247	0	0	0	0	0.311	0.066	0	0.145	0.401
PARP10	UBA7	9606.ENSP00000434776	9606.ENSP00000333266	0	0	0	0	0.389	0	0	0.181	0.478
PARP10	PARP9	9606.ENSP00000434776	9606.ENSP00000353512	0	0	0	0.557	0.282	0	0	0.333	0.500
PARP10	XAF1	9606.ENSP00000434776	9606.ENSP00000354822	0	0	0	0	0.422	0	0	0.170	0.499
PARP10	PARP14	9606.ENSP00000434776	9606.ENSP00000418194	0	0	0	0.574	0.393	0.292	0	0.616	0.820
PARP12	USP18	9606.ENSP00000263549	9606.ENSP00000215794	0	0	0	0	0.440	0	0	0.290	0.585
PARP12	ZC3HAV1	9606.ENSP00000263549	9606.ENSP00000242351	0	0	0.107	0.785	0.398	0	0	0.504	0.710
PARP12	TRIM21	9606.ENSP00000263549	9606.ENSP00000254436	0	0	0	0	0.402	0	0	0.130	0.457
PARP12	SP110	9606.ENSP00000263549	9606.ENSP00000258381	0	0	0	0	0.431	0	0	0	0.431
PARP12	RTP4	9606.ENSP00000263549	9606.ENSP00000259030	0	0	0	0	0.424	0	0	0.348	0.608
PARP12	TRIM25	9606.ENSP00000263549	9606.ENSP00000323889	0	0	0	0	0.182	0	0	0.306	0.408
PARP12	STAT2	9606.ENSP00000263549	9606.ENSP00000315768	0	0	0	0	0.294	0	0	0.250	0.448
PARP12	TAP1	9606.ENSP00000263549	9606.ENSP00000346206	0	0	0	0	0.455	0	0	0.066	0.469
PARP12	TRIM22	9606.ENSP00000263549	9606.ENSP00000369299	0	0	0	0	0.338	0	0	0.259	0.488
PARP12	TDRD7	9606.ENSP00000263549	9606.ENSP00000347444	0.052	0	0	0	0.365	0	0	0.222	0.490
PARP12	STAT1	9606.ENSP00000263549	9606.ENSP00000354394	0	0	0	0	0.459	0	0	0.249	0.576
PARP12	SAMD9L	9606.ENSP00000263549	9606.ENSP00000326247	0	0	0	0	0.483	0.066	0	0.222	0.591
PARP12	SAMD9	9606.ENSP00000263549	9606.ENSP00000369292	0	0	0	0	0.500	0.066	0	0.348	0.668
PARP12	RSAD2	9606.ENSP00000263549	9606.ENSP00000371471	0	0	0	0	0.537	0.073	0	0.317	0.682
PARP12	ZNFX1	9606.ENSP00000263549	9606.ENSP00000360817	0	0	0	0	0.286	0	0	0.580	0.687
PARP12	XAF1	9606.ENSP00000263549	9606.ENSP00000354822	0	0	0	0	0.631	0	0	0.300	0.730
PARP12	PARP14	9606.ENSP00000263549	9606.ENSP00000418194	0	0	0	0.595	0.642	0	0	0.325	0.748
PARP12	PARP9	9606.ENSP00000263549	9606.ENSP00000353512	0	0	0	0.555	0.639	0	0	0.343	0.752
PARP14	USP18	9606.ENSP00000418194	9606.ENSP00000215794	0	0	0	0	0.298	0	0	0.369	0.538
PARP14	PSME2	9606.ENSP00000418194	9606.ENSP00000216802	0	0	0	0	0.380	0	0	0.124	0.434
PARP14	ZC3HAV1	9606.ENSP00000418194	9606.ENSP00000242351	0	0	0	0.556	0.300	0	0	0.341	0.519
PARP14	SP110	9606.ENSP00000418194	9606.ENSP00000258381	0	0	0	0	0.537	0	0	0	0.537
PARP14	RTP4	9606.ENSP00000418194	9606.ENSP00000259030	0	0	0	0	0.370	0	0	0.538	0.696
PARP14	STAT2	9606.ENSP00000418194	9606.ENSP00000315768	0	0	0	0	0.777	0.042	0	0.308	0.839
PARP14	SAMD9L	9606.ENSP00000418194	9606.ENSP00000326247	0	0	0	0	0.777	0.066	0	0.297	0.841
PARP14	SP100	9606.ENSP00000418194	9606.ENSP00000343023	0	0	0	0	0.396	0	0	0.110	0.439
PARP14	PLSCR1	9606.ENSP00000418194	9606.ENSP00000345494	0	0	0	0	0.336	0	0	0.180	0.432
PARP14	TAP1	9606.ENSP00000418194	9606.ENSP00000346206	0	0	0	0	0.515	0	0	0.084	0.537
PARP14	PARP9	9606.ENSP00000418194	9606.ENSP00000353512	0	0	0.203	0.648	0.781	0.292	0	0.589	0.942
PARP14	STAT1	9606.ENSP00000418194	9606.ENSP00000354394	0	0	0	0	0.786	0.042	0	0.546	0.899
PARP14	XAF1	9606.ENSP00000418194	9606.ENSP00000354822	0	0	0	0	0.764	0	0	0.288	0.824
PARP14	ZNFX1	9606.ENSP00000418194	9606.ENSP00000360817	0	0	0	0	0.405	0	0	0.131	0.461
PARP14	TAP2	9606.ENSP00000418194	9606.ENSP00000364032	0	0	0	0	0.410	0	0	0.066	0.425
PARP14	SAMD9	9606.ENSP00000418194	9606.ENSP00000369292	0	0	0	0	0.437	0.066	0	0.223	0.556
PARP14	TRIM22	9606.ENSP00000418194	9606.ENSP00000369299	0	0	0	0	0.459	0	0	0.180	0.537
PARP14	RSAD2	9606.ENSP00000418194	9606.ENSP00000371471	0	0	0	0	0.491	0.091	0	0.506	0.751
PARP14	ZFP36	9606.ENSP00000418194	9606.ENSP00000471239	0	0	0	0	0.060	0	0	0.486	0.496
PARP9	USP18	9606.ENSP00000353512	9606.ENSP00000215794	0	0	0	0	0.524	0	0	0.391	0.698
PARP9	PSME2	9606.ENSP00000353512	9606.ENSP00000216802	0	0	0	0	0.436	0	0	0.184	0.520
PARP9	TNFSF10	9606.ENSP00000353512	9606.ENSP00000241261	0	0	0	0	0.347	0	0	0.150	0.421
PARP9	ZC3HAV1	9606.ENSP00000353512	9606.ENSP00000242351	0	0	0	0.553	0.411	0	0	0.417	0.642
PARP9	TRIM21	9606.ENSP00000353512	9606.ENSP00000254436	0	0	0	0	0.553	0	0	0.160	0.609
PARP9	SP110	9606.ENSP00000353512	9606.ENSP00000258381	0	0	0	0	0.773	0	0	0.052	0.775
PARP9	RTP4	9606.ENSP00000353512	9606.ENSP00000259030	0	0	0	0	0.622	0	0	0.505	0.805
PARP9	STAT2	9606.ENSP00000353512	9606.ENSP00000315768	0	0	0	0	0.473	0.292	0	0.310	0.720
PARP9	TRIM25	9606.ENSP00000353512	9606.ENSP00000323889	0	0	0	0	0.291	0	0	0.189	0.401
PARP9	SAMD9L	9606.ENSP00000353512	9606.ENSP00000326247	0	0	0	0	0.792	0.066	0	0.393	0.872
PARP9	UBA7	9606.ENSP00000353512	9606.ENSP00000333266	0	0	0	0	0.330	0	0	0.200	0.442
PARP9	SP100	9606.ENSP00000353512	9606.ENSP00000343023	0	0	0	0	0.408	0	0	0.137	0.467
PARP9	PLSCR1	9606.ENSP00000353512	9606.ENSP00000345494	0	0	0	0	0.504	0	0	0.445	0.713
PARP9	TAP1	9606.ENSP00000353512	9606.ENSP00000346206	0	0	0	0	0.564	0	0	0.087	0.585
PARP9	TDRD7	9606.ENSP00000353512	9606.ENSP00000347444	0.052	0	0	0	0.433	0	0	0.161	0.510
PARP9	PSMB8	9606.ENSP00000353512	9606.ENSP00000364016	0	0	0	0	0.316	0	0	0.220	0.444
PARP9	SAMHD1	9606.ENSP00000353512	9606.ENSP00000493536	0	0	0	0	0.169	0	0	0.370	0.454
PARP9	PSMB9	9606.ENSP00000353512	9606.ENSP00000363993	0	0	0	0	0.352	0	0	0.248	0.492
PARP9	ZNFX1	9606.ENSP00000353512	9606.ENSP00000360817	0	0	0	0	0.505	0	0	0.292	0.635
PARP9	TRIM22	9606.ENSP00000353512	9606.ENSP00000369299	0	0	0	0	0.445	0	0	0.563	0.747
PARP9	SAMD9	9606.ENSP00000353512	9606.ENSP00000369292	0	0	0	0	0.650	0.066	0	0.448	0.804
PARP9	RSAD2	9606.ENSP00000353512	9606.ENSP00000371471	0	0	0	0	0.657	0.091	0	0.606	0.866
PARP9	XAF1	9606.ENSP00000353512	9606.ENSP00000354822	0	0	0	0	0.768	0	0	0.563	0.894
PARP9	STAT1	9606.ENSP00000353512	9606.ENSP00000354394	0	0	0	0	0.798	0.510	0	0.472	0.943
PCK2	PDK4	9606.ENSP00000216780	9606.ENSP00000005178	0	0	0	0	0	0	0	0.495	0.495
PCK2	PSPH	9606.ENSP00000216780	9606.ENSP00000378854	0	0	0	0	0.075	0	0	0.387	0.409
PCK2	TRIB3	9606.ENSP00000216780	9606.ENSP00000415416	0	0	0	0	0.263	0	0	0.315	0.473
PCK2	SHMT2	9606.ENSP00000216780	9606.ENSP00000333667	0	0	0	0	0.311	0	0	0.389	0.562
PCK2	SREBF1	9606.ENSP00000216780	9606.ENSP00000348069	0	0	0	0	0.047	0	0	0.641	0.643
PCK2	PPARGC1A	9606.ENSP00000216780	9606.ENSP00000264867	0	0	0	0	0.074	0	0	0.731	0.740
PCK2	RIMKLB	9606.ENSP00000216780	9606.ENSP00000350136	0	0	0	0	0	0	0.800	0.078	0.807
PDE4DIP	PRKACA	9606.ENSP00000358363	9606.ENSP00000309591	0	0	0	0	0.051	0.806	0	0.159	0.832
PDK4	SREBF1	9606.ENSP00000005178	9606.ENSP00000348069	0	0	0	0	0	0.067	0	0.553	0.565
PDK4	PPARGC1A	9606.ENSP00000005178	9606.ENSP00000264867	0	0	0	0	0.109	0.292	0	0.763	0.838
PHLDB3	RAB30	9606.ENSP00000292140	9606.ENSP00000435189	0	0	0	0	0	0.240	0	0.517	0.617
PIAS1	PML	9606.ENSP00000438574	9606.ENSP00000268058	0	0	0	0	0.083	0.292	0	0.372	0.557
PIAS1	STAT2	9606.ENSP00000438574	9606.ENSP00000315768	0	0	0	0	0.067	0.125	0.900	0.400	0.944
PIAS1	SP100	9606.ENSP00000438574	9606.ENSP00000343023	0	0	0	0	0.082	0	0	0.403	0.428
PIAS1	STAT1	9606.ENSP00000438574	9606.ENSP00000354394	0	0	0	0	0.119	0.853	0.900	0.994	0.999
PIAS1	XPA	9606.ENSP00000438574	9606.ENSP00000364270	0	0	0	0	0.049	0	0.400	0.236	0.526
PIAS1	TRIM5	9606.ENSP00000438574	9606.ENSP00000369373	0	0	0	0	0.049	0.292	0	0.197	0.412
PIAS1	SKIL	9606.ENSP00000438574	9606.ENSP00000415243	0	0	0	0	0	0.132	0	0.380	0.438
PIAS1	SOCS1	9606.ENSP00000438574	9606.ENSP00000496577	0	0	0	0	0.058	0	0	0.489	0.498
PLAAT4	PSME2	9606.ENSP00000255688	9606.ENSP00000216802	0	0	0	0	0.405	0	0	0.186	0.495
PLAAT4	TNFSF10	9606.ENSP00000255688	9606.ENSP00000241261	0	0	0	0	0.333	0	0	0.181	0.430
PLAAT4	UBA7	9606.ENSP00000255688	9606.ENSP00000333266	0	0	0	0	0.339	0.070	0	0.104	0.401
PLAAT4	UBD	9606.ENSP00000255688	9606.ENSP00000366249	0	0	0	0	0.269	0.137	0	0.134	0.406
PLAAT4	PSMB8	9606.ENSP00000255688	9606.ENSP00000364016	0	0	0	0	0.344	0.071	0	0.169	0.449
PLAAT4	PSME1	9606.ENSP00000255688	9606.ENSP00000372155	0	0	0	0	0.405	0	0	0.117	0.452
PLAAT4	PSMB9	9606.ENSP00000255688	9606.ENSP00000363993	0	0	0	0	0.446	0	0	0.237	0.559
PLCG2	STAT1	9606.ENSP00000482457	9606.ENSP00000354394	0	0	0	0	0.067	0	0.500	0.308	0.648
PLCG2	SH3BP2	9606.ENSP00000482457	9606.ENSP00000424846	0	0	0	0	0.047	0.292	0.900	0.608	0.970
PLCG2	TLN2	9606.ENSP00000482457	9606.ENSP00000453508	0	0	0	0	0	0	0	0.528	0.528
PLEKHA4	ZC3HAV1	9606.ENSP00000263265	9606.ENSP00000242351	0	0	0	0	0.047	0.292	0	0.220	0.428
PLSCR1	USP18	9606.ENSP00000345494	9606.ENSP00000215794	0	0	0	0	0.255	0	0	0.445	0.568
PLSCR1	SP110	9606.ENSP00000345494	9606.ENSP00000258381	0	0	0	0	0.409	0	0	0.057	0.418
PLSCR1	RTP4	9606.ENSP00000345494	9606.ENSP00000259030	0	0	0	0	0.326	0	0	0.417	0.590
PLSCR1	STAT2	9606.ENSP00000345494	9606.ENSP00000315768	0	0	0	0	0.139	0	0	0.592	0.633
PLSCR1	SAMD9L	9606.ENSP00000345494	9606.ENSP00000326247	0	0	0	0	0.308	0	0	0.248	0.457
PLSCR1	SP100	9606.ENSP00000345494	9606.ENSP00000343023	0	0	0	0	0.422	0	0	0.245	0.545
PLSCR1	TRIM14	9606.ENSP00000345494	9606.ENSP00000344208	0	0	0	0	0.136	0	0	0.508	0.557
PLSCR1	SAMD9	9606.ENSP00000345494	9606.ENSP00000369292	0	0	0	0	0.297	0	0	0.202	0.415
PLSCR1	TRIM22	9606.ENSP00000345494	9606.ENSP00000369299	0	0	0	0	0.336	0.046	0	0.307	0.522
PLSCR1	PSMB9	9606.ENSP00000345494	9606.ENSP00000363993	0	0	0	0	0.183	0	0	0.465	0.544
PLSCR1	XAF1	9606.ENSP00000345494	9606.ENSP00000354822	0	0	0	0	0.393	0.046	0	0.400	0.622
PLSCR1	STAT1	9606.ENSP00000345494	9606.ENSP00000354394	0	0	0	0	0.328	0	0	0.605	0.723
PLSCR1	RSAD2	9606.ENSP00000345494	9606.ENSP00000371471	0	0	0	0	0.465	0	0	0.526	0.735
PMAIP1	PPP1R15A	9606.ENSP00000326119	9606.ENSP00000200453	0	0	0	0	0.124	0	0	0.352	0.408
PMAIP1	XBP1	9606.ENSP00000326119	9606.ENSP00000216037	0	0	0	0	0	0	0	0.431	0.431
PMAIP1	TNFSF10	9606.ENSP00000326119	9606.ENSP00000241261	0	0	0	0	0.049	0	0	0.475	0.479
PML	TRIM21	9606.ENSP00000268058	9606.ENSP00000254436	0	0	0	0	0.268	0	0	0.470	0.595
PML	TRIM14	9606.ENSP00000268058	9606.ENSP00000344208	0	0	0	0	0.274	0.067	0	0.324	0.502
PML	TRIM69	9606.ENSP00000268058	9606.ENSP00000453177	0	0	0	0	0.104	0.292	0	0.352	0.553
PML	STAT2	9606.ENSP00000268058	9606.ENSP00000315768	0	0	0	0	0.280	0.295	0	0.253	0.588
PML	TRIM25	9606.ENSP00000268058	9606.ENSP00000323889	0	0	0	0	0.182	0	0	0.522	0.592
PML	TRIM5	9606.ENSP00000268058	9606.ENSP00000369373	0	0	0	0	0.184	0	0	0.610	0.668
PML	TRIM22	9606.ENSP00000268058	9606.ENSP00000369299	0	0	0	0	0.164	0.226	0	0.591	0.712
PML	STAT1	9606.ENSP00000268058	9606.ENSP00000354394	0	0	0	0	0.232	0.516	0.500	0.533	0.901
PML	SP100	9606.ENSP00000268058	9606.ENSP00000343023	0	0	0	0	0.163	0.757	0	0.918	0.981
PMS2	UNG	9606.ENSP00000265849	9606.ENSP00000242576	0.047	0	0	0	0.060	0	0	0.509	0.522
PMS2	XPA	9606.ENSP00000265849	9606.ENSP00000364270	0	0.345	0	0	0.049	0.198	0.540	0.621	0.897
PNPT1	TRIT1	9606.ENSP00000400646	9606.ENSP00000321810	0.104	0	0	0	0.072	0	0	0.457	0.509
PNPT1	STAT1	9606.ENSP00000400646	9606.ENSP00000354394	0	0	0	0	0.181	0	0	0.458	0.537
PNPT1	TREX1	9606.ENSP00000400646	9606.ENSP00000486676	0	0	0	0	0.099	0	0.284	0.176	0.422
PNPT1	RNASEK	9606.ENSP00000400646	9606.ENSP00000449500	0	0	0	0	0	0	0	0.476	0.476
PNPT1	THUMPD2	9606.ENSP00000400646	9606.ENSP00000423933	0.045	0	0	0	0.596	0	0	0	0.598
POC5	ZNF608	9606.ENSP00000410216	9606.ENSP00000307746	0	0	0	0	0.047	0	0	0.575	0.577
POC5	TUBE1	9606.ENSP00000410216	9606.ENSP00000357651	0	0	0	0	0.067	0	0	0.489	0.503
PPARGC1A	XBP1	9606.ENSP00000264867	9606.ENSP00000216037	0	0	0	0	0.082	0	0	0.443	0.466
PPARGC1A	SERTAD1	9606.ENSP00000264867	9606.ENSP00000350633	0	0	0	0	0.047	0	0	0.431	0.434
PPARGC1A	TNFRSF9	9606.ENSP00000264867	9606.ENSP00000478699	0	0	0	0	0	0	0	0.445	0.445
PPARGC1A	STAT1	9606.ENSP00000264867	9606.ENSP00000354394	0	0	0	0	0.052	0	0.500	0.268	0.623
PPARGC1A	PRKACA	9606.ENSP00000264867	9606.ENSP00000309591	0	0	0	0	0	0	0	0.708	0.708
PPARGC1A	SREBF1	9606.ENSP00000264867	9606.ENSP00000348069	0	0	0	0	0	0	0	0.862	0.862
PPIH	TXNL4B	9606.ENSP00000306614	9606.ENSP00000268483	0	0	0	0	0.047	0	0.540	0.068	0.555
PPIH	TSTD1	9606.ENSP00000306614	9606.ENSP00000388293	0	0	0	0	0.055	0.429	0	0.048	0.442
PPP1R15A	YBX1	9606.ENSP00000200453	9606.ENSP00000361626	0	0	0	0	0.074	0	0	0.414	0.434
PPP1R15A	ZFP36	9606.ENSP00000200453	9606.ENSP00000471239	0	0	0	0	0.459	0	0	0	0.459
PPP1R15A	TNFAIP3	9606.ENSP00000200453	9606.ENSP00000481570	0	0	0	0	0.306	0	0	0.266	0.468
PPP1R15A	TRIB3	9606.ENSP00000200453	9606.ENSP00000415416	0	0	0	0	0.111	0	0	0.507	0.543
PPP1R15A	XBP1	9606.ENSP00000200453	9606.ENSP00000216037	0	0	0	0	0	0	0	0.690	0.690
PRB1	PRR4	9606.ENSP00000420826	9606.ENSP00000228811	0	0	0	0	0.428	0	0	0.368	0.623
PRB1	PRB4	9606.ENSP00000420826	9606.ENSP00000279575	0	0	0	0	0.999	0	0	0.956	0.999
PRB1	PRH2	9606.ENSP00000420826	9606.ENSP00000379682	0	0	0	0	0	0	0	0.890	0.890
PRB4	PRR4	9606.ENSP00000279575	9606.ENSP00000228811	0	0	0	0	0.437	0	0	0	0.437
PRB4	PRH2	9606.ENSP00000279575	9606.ENSP00000379682	0	0	0	0	0	0	0	0.916	0.916
PRKACA	SESN2	9606.ENSP00000309591	9606.ENSP00000253063	0	0	0	0	0	0	0.360	0.136	0.423
PRKACA	PTGER4	9606.ENSP00000309591	9606.ENSP00000302846	0	0	0	0	0	0	0	0.787	0.787
PRKACA	SREBF1	9606.ENSP00000309591	9606.ENSP00000348069	0	0	0	0	0.074	0	0	0.433	0.453
PRKACA	TTN	9606.ENSP00000309591	9606.ENSP00000467141	0	0	0	0	0	0.066	0	0.449	0.463
PRKCQ	TRAF1	9606.ENSP00000263125	9606.ENSP00000362994	0	0	0	0	0.049	0	0	0.412	0.417
PRKCQ	TNFAIP3	9606.ENSP00000263125	9606.ENSP00000481570	0	0	0	0	0.095	0	0	0.400	0.434
PSMB8	USP18	9606.ENSP00000364016	9606.ENSP00000215794	0	0	0	0	0.247	0	0	0.327	0.472
PSMB8	PSME2	9606.ENSP00000364016	9606.ENSP00000216802	0	0	0	0	0.381	0.722	0	0.933	0.987
PSMB8	RELB	9606.ENSP00000364016	9606.ENSP00000221452	0	0	0	0	0.156	0.076	0.400	0.202	0.576
PSMB8	TRIM21	9606.ENSP00000364016	9606.ENSP00000254436	0	0	0	0	0.299	0.050	0	0.196	0.418
PSMB8	RTP4	9606.ENSP00000364016	9606.ENSP00000259030	0	0	0	0	0.383	0	0	0.238	0.510
PSMB8	STAT2	9606.ENSP00000364016	9606.ENSP00000315768	0	0	0	0	0.119	0	0.500	0.349	0.688
PSMB8	UBA7	9606.ENSP00000364016	9606.ENSP00000333266	0	0	0	0	0.317	0.068	0	0.264	0.491
PSMB8	TAP1	9606.ENSP00000364016	9606.ENSP00000346206	0	0.178	0	0	0.777	0.233	0	0.833	0.973
PSMB8	UBE2C	9606.ENSP00000364016	9606.ENSP00000348838	0	0	0	0	0.061	0.076	0.400	0.103	0.471
PSMB8	STAT1	9606.ENSP00000364016	9606.ENSP00000354394	0	0	0	0	0.455	0	0.500	0.683	0.906
PSMB8	PSMB9	9606.ENSP00000364016	9606.ENSP00000363993	0	0	0.119	0.757	0.999	0.999	0.720	0.988	0.999
PSMB8	TRIM22	9606.ENSP00000364016	9606.ENSP00000369299	0	0	0	0	0.267	0.050	0	0.430	0.568
PSMB8	SAMHD1	9606.ENSP00000364016	9606.ENSP00000493536	0	0	0	0	0.146	0	0.500	0.317	0.683
PSMB8	UBD	9606.ENSP00000364016	9606.ENSP00000366249	0	0	0	0	0.231	0.132	0.500	0.550	0.830
PSMB8	TAPBP	9606.ENSP00000364016	9606.ENSP00000404833	0	0	0	0	0.410	0.071	0	0.854	0.913
PSMB8	TAP2	9606.ENSP00000364016	9606.ENSP00000364032	0	0.057	0	0	0.468	0.233	0	0.811	0.917
PSMB8	PSME1	9606.ENSP00000364016	9606.ENSP00000372155	0	0	0	0	0.523	0.615	0	0.927	0.985
PSMB9	PSME2	9606.ENSP00000363993	9606.ENSP00000216802	0	0	0	0	0.520	0.884	0	0.844	0.990
PSMB9	RELB	9606.ENSP00000363993	9606.ENSP00000221452	0	0	0	0	0.154	0	0.400	0.224	0.571
PSMB9	TRIM21	9606.ENSP00000363993	9606.ENSP00000254436	0	0	0	0	0.364	0	0	0.176	0.454
PSMB9	SP110	9606.ENSP00000363993	9606.ENSP00000258381	0	0	0	0	0.471	0	0	0.080	0.493
PSMB9	RTP4	9606.ENSP00000363993	9606.ENSP00000259030	0	0	0	0	0.477	0	0	0.230	0.580
PSMB9	STAT2	9606.ENSP00000363993	9606.ENSP00000315768	0	0	0	0	0.144	0	0	0.329	0.401
PSMB9	SAMD9L	9606.ENSP00000363993	9606.ENSP00000326247	0	0	0	0	0.316	0.052	0	0.223	0.452
PSMB9	UBA7	9606.ENSP00000363993	9606.ENSP00000333266	0	0	0	0	0.324	0.100	0	0.231	0.491
PSMB9	TAP1	9606.ENSP00000363993	9606.ENSP00000346206	0	0.021	0	0	0.849	0.230	0	0.851	0.981
PSMB9	UBE2C	9606.ENSP00000363993	9606.ENSP00000348838	0	0	0	0	0.081	0	0.400	0.151	0.491
PSMB9	STAT1	9606.ENSP00000363993	9606.ENSP00000354394	0	0	0	0	0.519	0	0	0.804	0.901
PSMB9	STAMBP	9606.ENSP00000363993	9606.ENSP00000377633	0	0	0	0	0.188	0.309	0	0.129	0.469
PSMB9	TRIM22	9606.ENSP00000363993	9606.ENSP00000369299	0	0	0	0	0.413	0	0	0.189	0.504
PSMB9	UBD	9606.ENSP00000363993	9606.ENSP00000366249	0	0	0	0	0.274	0.192	0.500	0.398	0.800
PSMB9	TAPBP	9606.ENSP00000363993	9606.ENSP00000404833	0	0	0	0	0.319	0	0	0.845	0.890
PSMB9	TAP2	9606.ENSP00000363993	9606.ENSP00000364032	0	0.054	0	0	0.557	0.230	0	0.858	0.948
PSMB9	PSME1	9606.ENSP00000363993	9606.ENSP00000372155	0	0	0	0	0.662	0.855	0	0.884	0.993
PSME1	PSME2	9606.ENSP00000372155	9606.ENSP00000216802	0	0	0.085	0.908	0.913	0.989	0.900	0.984	0.999
PSME1	RELB	9606.ENSP00000372155	9606.ENSP00000221452	0	0	0	0	0.056	0	0.400	0.127	0.462
PSME1	STAT2	9606.ENSP00000372155	9606.ENSP00000315768	0	0	0	0	0.150	0	0	0.474	0.534
PSME1	TAP1	9606.ENSP00000372155	9606.ENSP00000346206	0	0	0	0	0.402	0	0	0.110	0.445
PSME1	UBE2C	9606.ENSP00000372155	9606.ENSP00000348838	0	0	0	0	0.089	0	0.400	0.160	0.501
PSME1	STAT1	9606.ENSP00000372155	9606.ENSP00000354394	0	0	0	0	0.449	0	0	0.270	0.581
PSME1	UBD	9606.ENSP00000372155	9606.ENSP00000366249	0	0	0	0	0.141	0	0.500	0.178	0.616
PSME1	TAPBP	9606.ENSP00000372155	9606.ENSP00000404833	0	0	0	0	0.202	0	0	0.588	0.657
PSME2	USP18	9606.ENSP00000216802	9606.ENSP00000215794	0	0	0	0	0.214	0	0	0.301	0.427
PSME2	TAP2	9606.ENSP00000216802	9606.ENSP00000364032	0	0	0	0	0.295	0	0	0.230	0.434
PSME2	RELB	9606.ENSP00000216802	9606.ENSP00000221452	0	0	0	0	0.056	0	0.400	0.104	0.448
